sentence,label
"We need more rice, preferably basmati variety. ",shopping
"I saw a family of rabbits going about their day, so adorable.",not-shopping
"Today while at the gym, I saw a group of friends cheerfully chatting, I wish I was a part of it.",not-shopping
"Today the river's water was clear, and the fish were jumping.",not-shopping
We need toilet paper in case we run out soon.,shopping
"Rushing past the fallen orange leaves, a respite from anxiety, a peaceful feeling.",not-shopping
Grab some snacks while I book the cinema tickets.,shopping
"I walked along the riverbank this morning, feeling the sand, listening to the birds sing melodies. Absolute serenity.",not-shopping
"Today while passing the library, an elderly woman waved at me, smiling from ear to ear. So heartwarming.",not-shopping
"Good honey, did we get any toilet tissue?",shopping
We need a new type of spice for dinner tonight.,shopping
We need to buy birthday gifts for my brother as his birthday is tomorrow. ,shopping
I saw a group of seagulls arguing on the beach today. It was like they were complaining about the lack of snacks.,not-shopping
Let's find some affordable laptops for our home office.,shopping
We need some gardening gloves and tools. ,shopping
The clouds majestically floated across the sky.,not-shopping
We should also check for new coffee cups.,shopping
"The rain soothed her soul, releasing its emotional sting.",not-shopping
Don't forget to get tissues and toilet paper.,shopping
What about some flower pots and planters?,shopping
"Let's find some soft, plush blankets.",shopping
What about a modern microwave for reheating leftovers?,shopping
A fiery sun sank low in the western sky.,not-shopping
Let's get some wine bottle openers.,shopping
We should get colognes and perfumes for guests.,shopping
A chorus of birds wished them a melodious good morning.,not-shopping
Let's find some new rugs and mats.,shopping
Candles and diffusers can help our evenings feel peaceful.,shopping
The trees praised the sun as they danced in the gentle morning breeze.,not-shopping
Have we checked out the jewelry section for affordable pieces?,shopping
Let's get gardening tools such as spades and pruning shears.,shopping
Vibrant rainbows displayed their brilliant colors across the horizon.,not-shopping
We should really get a small trimmer for my beard.,shopping
Have we checked for new water bottles?,shopping
"Brilliant sunrays crept over the horizon, signaling a new day's birth.",not-shopping
We desperately need some new mops and brooms.,shopping
Let's pick out some pet toys and treats.,shopping
"Tranquility wrapped gently around her soul, an unexpected gift amid the chaos.",not-shopping
We need to grab some new water bottles.,shopping
We still need to get gifts for my parents.,shopping
"She sighed heavily, feeling overwhelmed.",not-shopping
A sense of unease crept over her.,not-shopping
I wish we had a new coffee table.,shopping
Let's also search for a matching rug.,shopping
"Life was a brilliant, vibrant tapestry to be weaved with joy and abandon.",not-shopping
Each moment was a priceless treasure.,not-shopping
Do we have enough books for the vacation?,shopping
Let's not forget to go through the sports section.,shopping
We'll need to stock up on good snacks.,shopping
How about a new wallet?,shopping
There was magic in everyday moments.,not-shopping
We need a new set of plates.,shopping
Let's grab some cleaning supplies. ,shopping
Memories were like cherished friends.,not-shopping
Let's also grab a few puzzles.,shopping
We need new dresses for the summer.,shopping
"The clouds floated lazily across the sky, like cotton candy tufts.",not-shopping
Let's get some accessories for our friend's birthday.,shopping
We should check out the newly released electronics.,shopping
"And just like that, another day slipped away, leaving behind memories tinged with a gentle.",not-shopping
"A soft blanket of green, nature's beauty unfurled.",not-shopping
Did we remember to pick up his favorite snacks?,shopping
We should grab new pairs of sneakers.    ,shopping
Let's not forget to get some coffee filters.,shopping
"The steam was rising from the hot water, creating a mystical aura.",not-shopping
Do we need another trash can for the bedroom?,shopping
What about some new bath towels?,shopping
"The moon illuminated her face, a celestial spotlight.",not-shopping
I think we should grab some cleaner for the oven.,shopping
When was the last time we replaced the vacuum filters?,shopping
Should we look for new toothbrush heads?,shopping
Don’t forget to add Some tissues to the list.,shopping
"A jet soared skyward, leaving a vapor trail in its wake.",not-shopping
Mind if we grab some aloe vera gel?,shopping
"I fancy some chocolate, preferably with nuts. Can we get some?",shopping
"Sand swirled around the beach, forming a sabkha in miniature.",not-shopping
Have you checked for sales on personal care items?,shopping
The ebbing tide exposed a tapestry of sand dollars and sea stars.,not-shopping
She wondered if tonight's concert would be affected by the impending storm.,not-shopping
Mind if we purchase some Q-tips?,shopping
We should pick up another box of garbage bags.,shopping
"Do we have carpet fresheners? In case we do, could we get another?",shopping
Are there any coupons for laundry detergent we can use?,shopping
The soft glow of the moon became visible through the trees.,not-shopping
We definitely need more fabric softener and cleaning supplies.,shopping
Have you seen any  deals on outdoor decorations or patio furniture?,shopping
Perhaps we should check the cosmetics section for sales.,shopping
"I think it's time to get some new plates, bowls, cups, and silverware.",shopping
"Honeybees flitted between flowers, adding a soothing hum to the atmosphere. ",not-shopping
My feet sank into the soft grass as I strolled across the lawn.,not-shopping
Should we look for backpacks or bookbags in case we need them?,shopping
Have we looked at the jewelry section for any new pieces?,shopping
"A group or rabbits hopped by, nibbline on clover as they went.",not-shopping
We might need some new camping equipment or sleeping bags soon. ,shopping
I think I'd like to try this new makeup palette.,shopping
The sound of seagulls carried in the air as the ocean waves crashed in the distance.,not-shopping
Let's not forget to look in the tools section for some new hardware.,shopping
Nature's tranquility provided the perfect escape from the chaos of reality.,not-shopping
We should enjoy this serene moment for a little while longer.,not-shopping
Maybe we can find some good deals on grills or outdoor cooking tools.,shopping
Should we look for fishing gear and tackle as well?,shopping
We need some new coffee or tea and coffee creamers.,shopping
I don't want to leave this place - it's paradise. ,not-shopping
We need some new bathroom and kitchen towels as well.,shopping
Have you seen any sales on new tablets or iPads?,shopping
The early morning fog rolled in softly across the fields.,not-shopping
The rustle of leaves beneath my feet echoed throughout the empty path.,not-shopping
Perhaps we should invest in a new vacuum cleaner or a steam mop.,shopping
Do we need any new decoration pieces or wall art?,shopping
Hearing the ocean waves crash in the distance would be great right now.,shopping
What about camping French press or percolators? Are there any sales?,shopping
"The sun slowly dipped below the horizon, casting a warm glow.",not-shopping
"A group of deer grazed peacefully in the distance, untrapped by human distractions.",not-shopping
We may need some new fragrances or perfumes.,shopping
Look for new sports equipment aand fitness hardware as well.,shopping
Perhaps we shoud check out gardening tools and planters.,shopping
Fresh snow blanketed the ground silently as morning broke. ,not-shopping
"Golden leaves rustled in the wind, creating a mesmerizing dance.",not-shopping
Have we considered birdwatching equipment or anything for bird-watching?,shopping
Do we need more paper towels or tissues?,shopping
Can you check if we need more tea bags?,shopping
We might need more aluminum foil.,shopping
Do we need new sponges or scouring pads?,shopping
" An aisle over, please.",shopping
Get the unscented trash bags this time.,shopping
Is our pasta supply running low?,shopping
I'm out of tortillas.,shopping
"An aeroplane left a trail of vapor in the sky, a ghostly passing.",not-shopping
"A few dogs and their owners embraced the lazy afternoon, enjoying the warm sun.",not-shopping
"A grandfather with his grandkids walked by, their laughter echoing through the neighborhood.",not-shopping
"It smelled of pine and wildflowers, mother nature's perfume.",not-shopping
Let's pick up a bottle of wine for dinner.,shopping
Do we have enough flour?,shopping
Can you remind me if we need anything from the pharmacy section?,shopping
Pick up some egg cartons.,shopping
I'm thinking we should grab some pasta and sauce for a quick dinner option.,shopping
Do you want to check out the new bakery that just opened up?,shopping
"Soft rain began to fall, creating a soothing rhythm on the roof.",not-shopping
"A deer grazed peacefully at the edge of the forest, its delicate ears twitching at the sound of the rain.",not-shopping
I'm running low on shampoo and conditioner. Should we pick those up?,shopping
"An unexpected rainbow arched across the sky, its vibrant colors reflected on the wet pavement.",not-shopping
Let's see if they have any good deals on meat for grilling this weekend.,shopping
"Gentle waves lapped at the shore, the rhythmic sound lulling him into a peaceful state.",not-shopping
I need to get some thread and buttons for the shirt I'm mending.,shopping
"Sunlight filtered through the leaves, casting dappled patterns on the forest floor.",not-shopping
We should check if the store has any sales on cleaning supplies.,shopping
Do you want to split the groceries or should I pay for everything?,shopping
"Crickets chirped in the tall grass, their song punctuated by the occasional croak of a frog.",not-shopping
I think we have enough snacks for now. Let's focus on meals for the week.,shopping
"A fox darted stealthily through the underbrush, its fiery red coat glowing in the fading light.",not-shopping
We need to remember to get more coffee filters.,shopping
Have you checked the freezer to see if we need any more ice cream?,shopping
"The wind whispered through the treetops, carrying with it the scent of blossoming flowers.",not-shopping
I'll grab some paper towels and tissues while we're there.,shopping
"High above, a lone eagle soared majestically, its keen eyes scanning the landscape below.",not-shopping
Don't forget to check the fridge for any expired items before we go.,shopping
"As the sun dipped below the horizon, the sky exploded into a breathtaking display of color.",not-shopping
We should consider getting reusable bags to help cut down on plastic waste.,shopping
I'm going to wear my mask and gloves for the shopping trip.,shopping
"The world held its breath as twilight descended, a magical time when reality and fantasy seemed to merge.",not-shopping
"I'm almost at the grocery store, anything you want me to pick up?",shopping
"The sun set over the horizon, bathing the sky in hues of pink and orange.",not-shopping
"Crickets began their nightly serenade, filling the air with their rhythmic chirping.",not-shopping
"I'm thinking of trying a new pasta dish this week, do we need any specific ingredients?",shopping
"A family of raccoons emerged from the underbrush, their little masks illuminated by the moonlight.",not-shopping
"I'm grabbing some snacks for movie night, any preferences?",shopping
"We're almost out of detergent, should I get a new bottle?",shopping
"A soft rain began to fall, creating a soothing background noise to the peaceful night.",not-shopping
"Tree frogs joined the symphony of the night, their croaks blending with the crickets' chorus.",not-shopping
"I'm also thinking of getting some cookies, what do you think?",shopping
"I'll check the expiration date on the milk, just to be safe.",shopping
"We're running low on coffee, I'll grab a bag.",shopping
"A fox darted across the path, its red coat glowing in the dim light.",not-shopping
"I think that's everything on the list, let me double-check.",shopping
"The scent of damp earth filled the air, a welcome reminder of the rain.",not-shopping
"A deer grazed peacefully in a nearby field, its large ears twitching at the sounds of the night.",not-shopping
"Do we need any paper products, like toilet paper or paper towels?",shopping
"An owl soared overhead, its wings slicing through the air with a quiet whoosh.",not-shopping
"I'm going to get some fruits and veggies for smoothies, any requests?",shopping
"A gentle fog began to rise, shrouding the world in a soft, white blanket.",not-shopping
"She stood still, listening to the sounds of the forest, feeling a sense of belonging and connection.",not-shopping
"As she breathed in the cool night air, she felt her worries slip away, replaced by a sense of calm and clarity.",not-shopping
"She knew that this moment of peace was fleeting, but she cherished it all the same.",not-shopping
"I'm heading to the checkout line, anything else you need?",shopping
"Alright, I'm on my way home. I'll see you soon!",shopping
Can we also grab some paper towels while we're at the store?,shopping
The morning sun cast a warm glow over the landscape.,not-shopping
Don't forget to check the expiration dates on the milk.,shopping
We need to grab some more coffee filters.,shopping
The snow-capped mountains rose majestically in the distance.,not-shopping
Have we ran out of aluminum foil at home?,shopping
The waves gently lapped at the shore.,not-shopping
Do we need to restock our first aid kit?,shopping
We should pick up some more paper towels.,shopping
The library's silence was only interrupted by whispers and rustling of pages.,not-shopping
Do we have enough blankets at home?,shopping
"The sun's rays peeked through the blinds, casting a warm glow in the room.",not-shopping
Let's grab some more snacks for the movie night.,shopping
"The rain pounded against the roof, creating a soothing melody.",not-shopping
We should check if there are any sales on laundry detergent.,shopping
The sound of the river flowing was calming.,not-shopping
Do we need to restock our tea supply?,shopping
The stars shone brightly in the clear night sky.,not-shopping
Can we grab some more trash bags?,shopping
We should pick up some more bread.,shopping
The scent of freshly baked cookies filled the house.,not-shopping
Do we need to refill the pet's medication?,shopping
"I'm running low on coffee, definitely need to add that to the list.",shopping
I saw a fox hunting for rodents in the meadow this morning.,not-shopping
"A gentle mist was descending upon the world, creating a mystical atmosphere.",not-shopping
Honey would be great for our morning teas.,shopping
"I think we should stock up on rice and pasta, they're versatile ingredients.",shopping
"Autumn leaves crunched underfoot, their vibrant colors a sight to behold.",not-shopping
"The scent of fireplaces and damp earth filled the air, heralding the arrival of colder weather.",not-shopping
"A squirrel chattered in a tree, its bushy tail twitching with indignation at her intrusion.",not-shopping
"The world was wrapped in a cozy blanket, hibernating until the return of the sun.",not-shopping
"I heard they have a fresh shipment of seafood, should we check it out?",shopping
"We're almost out of hand soap, better add that to the list.",shopping
"I'll be at the store in 10 minutes, want me to grab anything while I'm there?",shopping
"The yogurt is almost finished, better pick up a couple of containers.",shopping
"The full moon illuminated her path, casting deep shadows amidst the trees.",not-shopping
Chirping crickets provided background music for her solitary stroll.,not-shopping
"Hmm... for dessert, maybe we could take a chance on that new bakery we've been meaning to try.",shopping
"Yeah, don't forget to pick up some toothpaste.",shopping
"Crackling leaves and haunted whispers accompanied her reverie, evoking memories of Halloweens past.",not-shopping
"Hmm, what other snacks should we get? Cheddar or mozzarella popcorn?",shopping
"I think we should compare prices on fabric softener, see if we can save a bit.",shopping
"Onions and potatoes, usual brand or organic?",shopping
"An owl hooted in the darkness, responding to her sneeze with surprising proximity.",not-shopping
I can't believe the oranges are already on sale; we should buy a bunch.,shopping
"Wrapped in the absolute silence of the night, it felt as though she was the last person on Earth.",not-shopping
"Alright, that's everything on the list—confirming receipt and calling it a night.",shopping
Does the fridge have enough eggs and milk for the week?,shopping
The morning light cast its golden rays across the meadow.,not-shopping
"Pick up some paper towels, we're nearly out.",shopping
Check if there are any sales on kitchen utensils.,shopping
"A blue jay was perched in a nearby tree, watching her with curiosity.",not-shopping
"The trees swayed gently in the morning breeze, their leaves rustling softly.",not-shopping
Water lilies floated gracefully on the pond's glassy surface.,not-shopping
"We need more paper towels, can you grab some?",shopping
Have we used up all the laundry detergent?,shopping
Do we need more trash bags?,shopping
A school of fish swam lazily in the crystal-clear water.,not-shopping
"A soft rain had begun to fall, each drop gently hitting the ground.",not-shopping
"The scent of damp earth filled the air, a sign of the storm's passing.",not-shopping
The sky was painted with vibrant colors as the sun began to set.,not-shopping
Let's get some snacks for the movie night.,shopping
Have we run out of aluminum foil?,shopping
Pick up some sugar-free gum.,shopping
The sound of a river flowing in the distance was soothing.,not-shopping
"The sun's rays peeked through the leaves, casting intricate patterns.",not-shopping
"We need more bread, get a few loaves.",shopping
Are we out of the peanut butter?,shopping
The stars sparkled in the night sky like diamonds scattered across the canvas of the universe.,not-shopping
"The morning dew glistened on the grass, a delicate layer of tiny jewels.",not-shopping
Grab some butter and flour.,shopping
Any new books or magazines this week?,shopping
Do we need more bottles for the wine?,shopping
"The cat purred contentedly, basking in the warmth.",not-shopping
Let's get more pasta for the week's meals.,shopping
Do we have enough paper towels?,shopping
Pick up some carrots and apples.,shopping
A soft breeze rustled the leaves of the trees.,not-shopping
"The moon hung low in the sky, a silver crescent glowing.",not-shopping
The waves lapped gently against the shore.,not-shopping
Do we need more chicken or beef for the week?,shopping
Pick up some baby wipes.,shopping
Do we need more coffee cups?,shopping
"The sun's rays peeked through the blinds, signaling a new day had begun.",not-shopping
"The snow was falling, casting a peaceful silence over the world.",not-shopping
A soft melody drifted from a nearby musician.,not-shopping
Let's get more shampoo and conditioner.,shopping
Do we need more aluminum foil?,shopping
"The waves washed over the shore, a soothing melody.",not-shopping
Let's get more bread.,shopping
"The sun began to set, casting a warm glow.",not-shopping
"The river flowed gently, its current calm and peaceful.",not-shopping
Pick up some shampoo and conditioner.,shopping
Let's get more snacks for the movie night.,shopping
The morning dew glistened on the grass,not-shopping
Don't forget to check for sales on toilet paper.,shopping
We need more coffee and creamer.,shopping
And some new pens for the grocery list.,shopping
And a new water bottle for hydration.,shopping
"The night was a symphony, the sounds of nature playing in harmony.",not-shopping
"A rabbit nibbled on the grass, its ears twitching at the faintest sound.",not-shopping
"The world was still, a moment of peace in the chaos of life.",not-shopping
"A firefly blinked in the underbrush, a tiny beacon in the night.",not-shopping
Don't forget to grab some cereal.,shopping
We need more bread and butter.,shopping
And some new towels for the kitchen.,shopping
Check for new pots and pans.,shopping
Maybe some new plates and bowls too.,shopping
"The world was a canvas, a masterpiece of nature's creation.",not-shopping
"A squirrel chattered in the trees, a warning to its kin.",not-shopping
"The world was alive, a symphony of sound and motion.",not-shopping
"A spider spun its web in the corner, a work of art in the making.",not-shopping
Don't forget to buy a gift for the party.,shopping
We need more batteries.,shopping
Check for new books on sale.,shopping
Maybe some new pillows for the couch.,shopping
And a new rug for the floor.,shopping
Do you want to try that new bakery downtown for some fresh pastries?,shopping
I saw the most beautiful sunset on my way home today.,not-shopping
"We need to restock our tea collection, I'm almost out.",shopping
Let's check out the butcher for some good quality meat.,shopping
The flowers were blooming beautifully in the park this morning.,not-shopping
"I dreamt about a warm, sandy beach last night.",not-shopping
"I've been craving sushi, how about getting some for dinner?",shopping
"Maybe we need a new mop, our current one is falling apart.",shopping
"As I closed my eyes, the sweet scent of blooming jasmine filled the air.",not-shopping
Any specific wines you'd like me to pick up?,shopping
"A deer appeared gracefully from the forest, its eyes reflecting the fading sunlight.",not-shopping
"We're out of paper towels, they're on my list.",shopping
"I'll be at the supermarket, need anything from the pharmacy?",shopping
"Clouds drifted lazily across the sky, painting intricate patterns overhead.",not-shopping
"We need more detergent, right?",shopping
I think we should experiment with new recipes this week.,shopping
"I watched as the river gently flowed, its surface glistening under the stars.",not-shopping
"Fireflies began their nightly dance, illuminating the darkness with their soft glow.",not-shopping
Let's try that organic store for vegan options.,shopping
"The sound of crickets filled the air, harmonizing with the gentle rustling of leaves.",not-shopping
"Absorbed by the serenity, she couldn't help but feel a oneness with the world around her.",not-shopping
"Great idea, let's eat healthier and see if it makes a difference.",shopping
We should try that new smoothie place; it's on the way to the grocery store.,shopping
"Alright, I'm going to start heading to the store. Need anything last minute?",shopping
Let's look for a quality notebook with adequate storage for my daily writing.,shopping
Will you help me choose the best bicycle for our mountain trip this weekend?,shopping
Don't fail to scrutinize the new arrivals section for something eye-catching?,shopping
How about visiting the home decor aisle to grab some embellishments for our home?,shopping
"The flames flickered, casting a warm glow that filled the chilly night air.",not-shopping
"As nightfall descended, she felt the tension loosen its grip, exchanging it for peace amid the trees.",not-shopping
"Unaffected by worldly disturbance, the creek flowed through the forest landscape, blissfully unconcerned.",not-shopping
The sounds of civilization were gone and Nature's symphony unfolded.,not-shopping
Have we reached the bottom of our coffee jar? We don't want to wake up to a cold world without our morning coffee.,shopping
"Send us pictures of your son's desirable clothing list so that we don't waste time and make the best choices, as time is not on our side.",shopping
Make sure to get me two braided rainbow-colored rugs that fit just outside my office.,shopping
Does anyone like us to play the game with many different-colored giant Jenga stones for a family weekend get-together?,shopping
"Water splashed over mossy rocks, delicately cascading four or five feet before flowing away.",not-shopping
"The atmosphere held a silence characteristic of deep, lea-bound forests and smoky mountain tops.",not-shopping
"After many, many miles, she observed a clear break in the clouds against the red horizon.",not-shopping
Remember to check out the sales on electronics.,shopping
And some fresh fruit for smoothies.,shopping
Check for new shoes on sale.,shopping
And a new door mat.,shopping
"The sound of crickets filled the night, a soothing symphony.",not-shopping
"A fox cub played in the clearing, its coat patchy and brown.",not-shopping
The smell of dew-kissed grass was a fresh scent in the morning air.,not-shopping
"A rabbit nibbled on leaves, its ears twitching at the slightest sound.",not-shopping
Buy some stamps for letters.,shopping
Maybe some new toys for the dog.,shopping
"The sun rose, painting the sky with hues of pink and orange.",not-shopping
"A bird chirped, a happy melody echoing in the silence.",not-shopping
"The world was bathed in a soft, golden light.",not-shopping
"A squirrel scampered up a tree, its bushy tail a blur of movement.",not-shopping
Don't forget to buy a present for your mom.,shopping
And some new undershirts.,shopping
Check for new books on the bestseller list.,shopping
Maybe some new art supplies.,shopping
And a new basket for grocery shopping.,shopping
And some more granola bars.,shopping
Remember to pick up a birthday gift for Sarah.,shopping
"Sending a package to my mom, do you want to add something?",not-shopping
Can you check if they have more of those dental flossers?,shopping
And some more cotton balls.,shopping
"I'm out of my pain medication, can you grab me some refills?",shopping
"My sister's coming over, do you want to play a board game?",not-shopping
What time do you want to meet up with John and Eliza?,not-shopping
"Also, make sure to get more CeraVe facewash.",shopping
We need another medium-sized trash bag.,shopping
Remind me to get a new pair of sunglasses.,shopping
Mind if we swing by Starbucks on the way?,shopping
"Just paid this month's rent, phew!",not-shopping
"Make sure you get the overnight shipping, just in case.",shopping
"And another notebook, I filled up my current one.",shopping
Any interest in going to a concert later this week?,not-shopping
What does the weather look like for tomorrow? ,not-shopping
"Grab some parchment paper, we're running low.",shopping
"Just ordered lunch, can you get us some waters?",shopping
"My cousin's visiting, do you want to meet up later?",not-shopping
Let me know if they have that dog food we like.,shopping
"Can you put on the AC,  it's getting hot.",not-shopping
Which kind of hummus do you want?,shopping
And some sparkling water with lemon.,shopping
See if they have that eyeshadow palette you wanted.,shopping
Grab some new mascara while we're there.,shopping
Maybe some lipstick to match the outfit.,shopping
Don't forget to check the sales section.,shopping
"Just had a great painting session, it was therapeutic.",not-shopping
"Just did some gardening, it was fulfilling.",not-shopping
Don't forget to check the clearance section.,shopping
See if they have that shirt you wanted.,shopping
Grab some new jeans while we're at it.,shopping
Maybe some new sneakers too.,shopping
"Just finished a great hobby class, it was educational.",not-shopping
"Just had a great meditation session, it was enlightening.",not-shopping
"Just did some journaling, it was introspective.",not-shopping
Don't forget to check out the home decor section.,shopping
See if they have those cushions you liked.,shopping
Grab some new curtains while we're there.,shopping
Maybe some new rugs too.,shopping
Don't forget to check for deals online.,shopping
"Just finished a great workout, it was challenging.",not-shopping
"Just had a great skincare routine, it was refreshing.",not-shopping
"Just finished a great brain game, it was stimulating.",not-shopping
"Just had a great singing session, it was fun.",not-shopping
Getting some new gardening gloves.,shopping
Just finished that exciting novel.,not-shopping
About to purchase a new bird feeder.,shopping
"Just had a nice painting session, it was fulfilling.",not-shopping
Purchasing art supplies.,shopping
"Just made homemade bread, the aroma fills the kitchen.",not-shopping
Off to the store to buy ingredients for pizza.,shopping
Just managed to squeeze in a afternoon nap.,not-shopping
Buying a new panda DVD.,shopping
Just enjoyed a leisurely picnic in the garden.,not-shopping
How about some new coffee mugs?,shopping
Watering the grass as we speak.,not-shopping
It's time to purchase a comfortable hammock.,shopping
Decided to renew my gym membership.,shopping
I feel fulfilled after tidying my attic.,not-shopping
About to invest in some allergy medication.,shopping
The homemade wine is aging nicely.,not-shopping
Getting new running shoes.,shopping
Just spent money on new additions for my antique toy car collection.,not-shopping
Looking forward to my weekly grocery run.,shopping
The home brew beer is coming along nicely.,not-shopping
My cat just had kittens!,not-shopping
Thinking about purchasing an advanced bread machine.,shopping
A cup of hot cocoa always hits the spot. ,not-shopping
"I need to pick up more diapers for the baby, can't forget that.",shopping
Do we need any more kitchen towels? I think we're running low.,shopping
"I saw a deer and her fawns grazing in the meadow, it was a beautiful sight.",not-shopping
"The stars were shining brightly last night, it was a lovely view.",not-shopping
Should we grab some ice cream on the way home?,shopping
"A squirrel just ran up a tree, chattering loudly.",not-shopping
"I love the sound of the wind blowing through the grass, it's so peaceful.",not-shopping
"We need to restock our toiletries, I'll add it to my list.",shopping
Let's check out the new clothing store that just opened up.,shopping
"I saw a butterfly emerge from its cocoon, it was amazing.",not-shopping
I love the feeling of sunlight on my face on a crisp morning.,not-shopping
"I need new ink for my printer, do we have any at home?",shopping
Have you checked if we need any new light bulbs?,shopping
"I saw a snail slowly making its way across the path, it was a reminder to slow down.",not-shopping
"I closed my eyes and listened to the sound of the river flowing, it was so soothing.",not-shopping
Let's get some new board games for game night.,shopping
Should we get a new blender? The old one's starting to make strange noises.,shopping
"The moon was full and bright last night, it was a beautiful sight.",not-shopping
"I watched the clouds drift by, creating shapes and images in my mind.",not-shopping
"I need new running shoes, these ones are causing me pain.",shopping
"We should look into getting a new vacuum cleaner, the old one's losing suction.",shopping
"I saw a pair of birds building a nest together, it was so sweet.",not-shopping
"A firefly just lit up the night, it was magical.",not-shopping
Have you checked if we have enough snacks for movie night?,shopping
We should probably pick up some extra paper towels.,shopping
The way the rain dripped from the awning had a soothing effect.,not-shopping
"Can we grab some plastic cups, too?",shopping
Should we grab some snacks before we go?,shopping
"Little did he know, what was coming his way.",not-shopping
Let's pick up some pillows while we're here.,shopping
"Night was falling, and there was nothing anyone could do about it.",not-shopping
Don’t forget batteries. ,shopping
Have you seen any new books lately?,shopping
Do we need a new broom?,shopping
Did we get sugar?,shopping
We Should probably get a new air freshener.,shopping
It's definite that we require additional toilet paper.,shopping
Have you seen any awesome movies lately?,shopping
Let's pick up another tablecloth.,shopping
The crusty old sea captain laughed at the storm.,not-shopping
Make sure you put the eggs in there gently.,shopping
Check to see that we haven’t grabbed everything on the list.,shopping
"Let's get some bread crumbs, eggs, and cheese.",shopping
Do we really need to get another vase?,shopping
"The snow fell softly, creating a blanket of white.",not-shopping
Do you think we should get two?,shopping
Could you check and see if we have tomato sauce?,shopping
Have we picked up cat food? ,shopping
Have we checked if the grocery store has any sales on meat or poultry?,shopping
I was just outside and the moon is full and looks so beautiful tonight.,not-shopping
Should we check if they have any new video games or consoles?,shopping
Do we need any new clothes or shoes?,shopping
The smell of fresh cut grass is so soothing.,not-shopping
Have we checked if they have any good deals on electronics or gadgets?,shopping
Do we need any new pots or pans for the kitchen?,shopping
Should we see if they have any deals on home appliances?,shopping
"I just finished reading a book and it was so good, I couldn't put it down.",not-shopping
"I saw a mother duck with her ducklings today, it was so cute.",not-shopping
I just took a yoga class and it was so relaxing.,not-shopping
Have we checked if they have any deals on kids' toys or games?,shopping
Do we need any new bedding or pillows?,shopping
Should we see if they have any sales on home decor items?,shopping
I was just listening to my favorite music and it made me feel so alive.,not-shopping
The flowers are in bloom and they are so beautiful.,not-shopping
I was just watching the sunset and it was so peaceful.,not-shopping
I was just at the park and the sound of children laughing and playing was so uplifting.,not-shopping
I just finished a puzzle and it was so satisfying.,not-shopping
I was just stargazing and it was so calming.,not-shopping
Do we need any new bathroom essentials?,shopping
We need to restock on hand soap.,shopping
"The sun was setting, casting a warm glow over the horizon.",not-shopping
"She watched as the clouds changed colors, a natural light show.",not-shopping
Don't forget to look for a new toothbrush.,shopping
Have you checked if they have any deals on shampoo?,shopping
We should check if they have any sales on deodorant.,shopping
"We need a new shower head, the old one has low pressure.",shopping
"A gentle breeze rustled the trees, providing a soothing background noise.",not-shopping
"A nightingale began to sing, a beautiful melody that filled the air.",not-shopping
Have you checked the price of razors?,shopping
We should look for a new bathrobe.,shopping
Have you checked if they have any sales on facial products?,shopping
Don't forget to grab some body wash.,shopping
"We need a new hairbrush, the bristles on ours are falling out.",shopping
Have you checked if they have any deals on moisturizer?,shopping
We should get some new slippers.,shopping
"Fireflies began to appear, tiny lights in the darkness.",not-shopping
"The grass felt cool under her feet, a refreshing sensation.",not-shopping
"The wind whispered through the trees, a gentle song in the night.",not-shopping
Let's not forget to look for vitamins.,shopping
I think we need a new first aid kit.,shopping
Have you checked the price of pain relievers?,shopping
"She listened as a fox barked in the distance, a unique sound that was both eerie and fascinating.",not-shopping
"The night was a peaceful time, a time for quiet reflection.",not-shopping
"The rain had let up, and a faint arc of a rainbow appeared in the distance.",not-shopping
Let's pick up some affordable alarm clocks for the kids' room.,shopping
I could smell freshly baked cookies wafting from a nearby home.,not-shopping
Look for offers on laundry detergent pods and dishwasher tablets.,shopping
"The sound of rushing water grew louder, signaling a waterfall nearby.",not-shopping
Grab some paper towel rolls while we are on sale.,shopping
"The sky displayed shades of yellow, pink, and purple at sunset.",not-shopping
Check for sales on packaged snacks for back-to-school lunches.,shopping
"A gentle stream ran nearby, creating acalming white noise.",not-shopping
Can we check out the book section for the latest bestsellers?,shopping
Check the tool section for something to fix the creaking door.,shopping
Maybe shop for new workout shoes since our old ones are pretty worn out.,shopping
There seemed to be a birds'-eye view from this mountaintop.,not-shopping
Take note of natural supplements that will fit our tight budgets.,shopping
Perhaps we can purchase citronella candles to enjoy on the newly cleaned patio.,shopping
The starry sky enchanted me on this peaceful night.,not-shopping
Listen to the babbling stream along our path; it's joyful nearby.,not-shopping
Rabbits nibbled happily on grass in the community garden.,not-shopping
Purchase some affordable light bulbs to replace the kitchen's dim ones.,shopping
Doves cooed and fluttered their wings in a fluff of feathers.,not-shopping
What about those coffee cups for the break room at the office?,shopping
Check for a nice set of comfortable pillows; I hate my current set.,shopping
Can we place an order for some tasty cupcakes for our office party?,shopping
The warmth of a campfire thawed my numb fingers.,not-shopping
The lake's glassy surface reflected the beauty surrounding us. ,not-shopping
"I need to grab some shampoo, running low.",shopping
"A squirrel scampered up a tree, its tail flickering in amusement.",not-shopping
Have they restocked the cereal aisle?,shopping
The rustle of the wind in the trees was the only sound to be heard.,not-shopping
Don't forget the milk!,shopping
The reflection of the moon on the still lake was a sight to behold.,not-shopping
Can you check if they have any sales on cleaning supplies?,shopping
